"email","password","name","shoppingPreference","dateOfBirth","privacyTermsAgreed","createdAt","phoneNumber"
"Daisy_Arnaud_533@dsfclimatecool.com","Yl9eoQ6v","Daisy Arnaud","MENS","23/10/1986",true,"2023-08-11T15:30:12.908Z","+17745418411"
"Adam_Guillot_632@dsfclimatecool.com","Oj4XITFQ","Adam Guillot","MENS","22/01/2000",true,"2023-08-11T15:30:20.292Z","+18482589708"
"Isabel_Okada_566@dsfclimatecool.com","Ur0fcITT","Isabel Okada","MENS","05/09/1987",true,"2023-08-11T15:30:20.583Z",
"Matthew_Humphries_924@dsfclimatecool.com","Lj3CaxXo","Matthew Humphries","MENS","18/10/1992",true,"2023-08-11T15:30:22.467Z","+17073420146"
"Caleb_LaRosa_784@dsfclimatecool.com","Oy78xzBB","Caleb La Rosa","MENS","04/07/1994",true,"2023-08-11T15:38:34.433Z",
"Katherine_Bardazzi_080@dsfclimatecool.com","Wz0O813j","Katherine Bardazzi","MENS","28/10/1987",true,"2023-08-11T15:38:35.048Z","+12397109615"
"Troy_Ruiz_645@dsfclimatecool.com","Nn07tNWl","Troy Ruiz","MENS","16/10/1985",true,"2023-08-11T15:38:38.011Z","+18317317615"
"Hannah_Herbert_417@dsfclimatecool.com","Bm5O6Q3a","Hannah Herbert","MENS","30/08/2000",true,"2023-08-11T17:11:09.381Z","+12393716071"
"Allen_Pratt_254@dsfclimatecool.com","Kt2guqt8","Allen Pratt","MENS","19/02/2001",true,"2023-08-11T17:41:42.666Z","+14237033028"
"Gussie_McGee_268@dsfclimatecool.com","Mx3RY6LU","Gussie McGee","MENS","23/12/1986",true,"2023-08-11T17:46:36.625Z",
"Frank_Jefferson_647@dsfclimatecool.com","Bt2WntVq","Frank Jefferson","MENS","21/08/1999",true,"2023-08-11T17:48:49.729Z","+17245295216"
"Mike_Romolini_138@dsfclimatecool.com","Ug6MYrlM","Mike Romolini","MENS","15/01/1998",true,"2023-08-12T08:08:54.207Z","+15305687556"
"Cody_Pieri_739@dsfclimatecool.com","Mx8EoxhT","Cody Pieri","MENS","21/01/1988",true,"2023-08-12T08:09:08.461Z","+16692851066"
"Randall_Veldkamp_437@dsfclimatecool.com","Xt8yUzDd","Randall Veldkamp","MENS","22/05/1986",true,"2023-08-12T08:09:21.127Z","+15205690784"
"Myra_McBride_989@dsfclimatecool.com","Xf6ZSX2Y","Myra McBride","MENS","10/05/1991",true,"2023-08-12T08:10:09.526Z","+17609808018"
"Olive_Burns_869@dsfclimatecool.com","Ie9iREpt","Olive Burns","MENS","17/10/1985",true,"2023-08-12T08:10:17.435Z","+19165714611"
"Lucille_Betti_312@dsfclimatecool.com","Ef5I0wjd","Lucille Betti","MENS","09/11/1991",true,"2023-08-12T08:14:45.935Z","+15155234432"
"Alberta_Bardi_030@dsfclimatecool.com","Tq5HAenD","Alberta Bardi","MENS","28/05/1995",true,"2023-08-12T08:17:20.453Z","+17604984908"
"Pearl_Weber_902@dsfclimatecool.com","Vk07ZdKD","Pearl Weber","MENS","10/12/1991",true,"2023-08-12T08:29:39.351Z","+16592010421"
"Justin_Ortolani_471@dsfclimatecool.com","Qu3Miev0","Justin Ortolani","MENS","15/04/1996",true,"2023-08-12T08:29:39.788Z","+17377661288"
"Mabelle_Bonnet_526@dsfclimatecool.com","Mv7wLVk4","Mabelle Bonnet","MENS","22/03/1990",true,"2023-08-12T08:29:40.275Z","+12243751629"
"Agnes_Ciabatti_716@dsfclimatecool.com","Op9L70KP","Agnes Ciabatti","MENS","15/03/2002",true,"2023-08-12T08:29:41.526Z","+16812916534"
"Alvin_Cheng_488@dsfclimatecool.com","Bx8T9E77","Alvin Cheng","MENS","21/11/2000",true,"2023-08-12T08:36:35.934Z","+19713148371"
"Jessie_Coppola_322@dsfclimatecool.com","Gk5ViRsH","Jessie Coppola","MENS","07/11/1994",true,"2023-08-12T13:13:14.295Z","+16502137868"
"Patrick_Chiari_225@dsfclimatecool.com","Ab2i3BsB","Patrick Chiari","MENS","21/06/1995",true,"2023-08-12T13:49:38.654Z","+17317470527"
"Myrtle_Ferroni_923@dsfclimatecool.com","Ab6VgDfT","Myrtle Ferroni","MENS","31/12/1985",true,"2023-08-12T13:55:35.325Z","+13526544795"
"Katie_Watson_296@dsfclimatecool.com","Ee3kuZch","Katie Watson","MENS","16/08/1985",true,"2023-08-12T13:57:36.746Z","+15156711789"
"Isabel_Noguchi_156@dsfclimatecool.com","Ol9d03yC","Isabel Noguchi","MENS","28/11/2002",true,"2023-08-12T14:03:41.620Z","+15513726229"
"Norman_Iwasaki_005@dsfclimatecool.com","Yi5HuiKJ","Norman Iwasaki","MENS","15/10/1986",true,"2023-08-12T14:05:41.110Z","+19894751441"
"Christina_Porter_946@dsfclimatecool.com","Dp7Z9OFJ","Christina Porter","MENS","08/03/1986",true,"2023-08-12T14:08:52.496Z","+12513648174"
"Frances_Wyatt_174@dsfclimatecool.com","Jd3vVXY6","Frances Wyatt","MENS","26/04/1990",true,"2023-08-12T15:05:38.216Z",
"Jesse_Koster_883@dsfclimatecool.com","Ph2RCkEy","Jesse Koster","MENS","21/07/2000",true,"2023-08-12T15:05:43.584Z","+17439026252"
"Norman_Parker_462@dsfclimatecool.com","It9wu7mE","Norman Parker","MENS","22/03/1991",true,"2023-08-14T14:21:03.458Z","+15742058280"
"Pearl_Doyle_781@dsfclimatecool.com","Fr3Ysv87","Pearl Doyle","MENS","29/09/1988",true,"2023-08-14T14:25:46.061Z","+17734066805"
"Harriet_Martin_183@dsfclimatecool.com","Qg4gwp54","Harriet Martin","MENS","02/10/1997",true,"2023-08-14T14:34:35.726Z","+19034142650"
"Tony_Coli_695@dsfclimatecool.com","Kl0sh7gX","Tony Coli","MENS","05/08/1998",true,"2023-08-14T14:34:35.894Z","+14142791469"
"Jane_Campbell_962@dsfclimatecool.com","Gf1fy3Ji","Jane Campbell","MENS","06/12/1987",true,"2023-08-14T14:37:13.463Z","+18654247419"
"Ollie_Arnold_514@dsfclimatecool.com","Zd5FygKx","Ollie Arnold","MENS","08/08/1990",true,"2023-08-14T14:40:27.780Z","+14256065964"
"Bryan_Ciapetti_769@dsfclimatecool.com","Ua0ttQKA","Bryan Ciapetti","MENS","25/08/2000",true,"2023-08-14T14:40:37.852Z","+18395298111"
"Theresa_Jaspers_777@dsfclimatecool.com","Sg0C796g","Theresa Jaspers","MENS","07/06/1989",true,"2023-08-14T14:41:20.202Z","+19794828355"
"Sam_Poli_841@dsfclimatecool.com","Qv19pDnk","Sam Poli","MENS","24/08/1990",true,"2023-08-14T14:44:47.472Z","+16405004580"
"Lucile_Amato_552@dsfclimatecool.com","Ra18Zaio","Lucile Amato","MENS","29/11/1986",true,"2023-08-14T14:44:51.289Z","+16077061136"
"Jeff_Conforti_626@dsfclimatecool.com","Ce6Kx8sA","Jeff Conforti","MENS","27/04/1988",true,"2023-08-14T14:47:03.516Z","+17374977924"
"Sue_Marchese_647@dsfclimatecool.com","Yp1CaXug","Sue Marchese","MENS","18/11/1987",true,"2023-08-14T15:11:54.271Z","+16312515338"
"Ida_Baccani_799@dsfclimatecool.com","Uz0QJ1eY","Ida Baccani","MENS","31/05/1985",true,"2023-08-14T15:11:55.043Z",
"Lillie_Mahmood_375@dsfclimatecool.com","Fw1mEZqY","Lillie Mahmood","MENS","19/11/1997",true,"2023-08-14T15:13:48.323Z","+14406009930"
"Frances_Alblas_142@dsfclimatecool.com","Mi0g9Bej","Frances Alblas","MENS","17/12/1997",true,"2023-08-14T15:16:55.279Z","+13855260373"
"Lawrence_Peterson_719@dsfclimatecool.com","Cp3XfeEP","Lawrence Peterson","MENS","27/05/1990",true,"2023-08-14T15:19:17.309Z","+16015410879"
"George_Saunders_166@dsfclimatecool.com","Ov17C8XB","George Saunders","MENS","13/12/1995",true,"2023-08-14T15:43:41.226Z",
"Jeremy_Cianfanelli_821@dsfclimatecool.com","To2D4bvt","Jeremy Cianfanelli","MENS","13/11/2001",true,"2023-08-14T15:44:37.488Z",
"Ann_Bell_571@dsfclimatecool.com","Ok4WmtOK","Ann Bell","MENS","14/08/1986",true,"2023-08-14T15:44:42.453Z","+13172056059"
"Johanna_Bonciani_341@dsfclimatecool.com","Fx7x7g04","Johanna Bonciani","MENS","12/06/1995",true,"2023-08-14T15:44:49.192Z","+18703939643"
"Henry_Benucci_389@dsfclimatecool.com","Df9U8L0u","Henry Benucci","MENS","05/03/1986",true,"2023-08-14T16:46:19.511Z","+16193918798"
"Mittie_Maldonado_529@dsfclimatecool.com","Zz6xkRJ1","Mittie Maldonado","MENS","23/06/1996",true,"2023-08-16T06:30:54.554Z","+15172049117"
"Duane_Franke_866@dsfclimatecool.com","Gr9peyod","Duane Franke","MENS","19/12/1991",true,"2023-08-16T06:31:03.873Z","+15169575580"
"Charlie_Michelozzi_697@dsfclimatecool.com","Ko1n8uzN","Charlie Michelozzi","MENS","26/02/1992",true,"2023-08-16T07:05:49.958Z",
"George_Rowley_758@dsfclimatecool.com","Xj7F6Yxg","George Rowley","MENS","16/08/1988",true,"2023-08-16T07:05:50.627Z",
"Duane_Zini_389@dsfclimatecool.com","Sd6baInC","Duane Zini","MENS","17/07/1988",true,"2023-08-16T07:06:28.779Z","+19853344527"
"Rhoda_Strickland_849@dsfclimatecool.com","Um6ElGku","Rhoda Strickland","MENS","21/07/1996",true,"2023-08-16T07:06:31.323Z","+13469661527"
